id./;steamID./;name./;price./;short_descritiption./;genres./;publishers./;roda_linux./;release_date
1083./;58550./;A Game of Thrones - Genesis./;9.99./;Immerse yourself into the battles and intrigues between the Houses that shaped the Kingdom of Westeros and keep your spot on the Iron Throne by any means../;1C-SoftClub./;Strategy./;Nao./;28/9/2011
1084./;58560./;Runaway: A Twist of Fate./;4.99./;Runaway: A Twist of Fate is the adventure game of the year! Featuring a production worthy of a big 2D animated movie, Runaway follows a story full of twists and turns, and packed with comical highlights. All in all, you will be confronted with more than 200 mysteries and puzzles to keep your brain running through a big adventure that you..../;Focus Entertainment./;Adventure./;Nao./;21/4/2011
1085./;58570./;The Next BIG Thing./;4.99./;The Next Big Thing is a great adventure game in high definition, loaded with laughs, tributes, mysteries and wacky puzzles!./;Focus Entertainment./;Adventure./;Nao./;21/4/2011
1086./;58610./;Wargame: European Escalation./;9.99./;The New Fatal Error DLC includes a new 5-mission Operation and touch-screen controls../;Eugen Systems./;Indie/Simulation/Strategy./;Sim./;22/2/2012
1087./;60340./;Luxor: 5th Passage./;9.99./;Enjoy classic marble-shooting action in an all-new Luxor adventure!./;MumboJumbo./;Action/Adventure/Casual./;Nao./;25/1/2011
1088./;60350./;Glowfish./;9.99./;The evil Dr. Urchin has kidnapped Coralline! It’s up to Glowfish to free his lady friend and sea pals everywhere from his clutches in this underwater platform adventure. Beware—while you scour the ocean floor in search of lost friends waiting for rescue, a host of enemies is lurking!./;MumboJumbo./;Adventure/Casual/Indie./;Nao./;30/9/2011
1089./;60600./;ProtoGalaxy./;0./;Earth is under siege! A mysterious and powerful alien race has come to enslave the entire galaxy, and your fleet is humanity's last hope. You must put an end to the attacks and rebuild a home for the survivors../;Source Studio Ltd../;Action/Indie./;Nao./;6/10/2010
1090./;60700./;Power of Defense./;9.99./;Power Of Defense provides a new strategy and defense mix game experience. Defend your world from upcoming evil and oil-smelling robots. They come from the platform between both parallel universes you have to fight on by producing own robots to send them back to their native world../;4sdk./;Strategy/Indie./;Nao./;4/8/2010
1091./;60800./;Numen: Contest of Heroes./;7.99./;Nine deities. Nine heroes. And only one champion. Mythical Greece. The land of gods, poets, heroes, but also of terrible monsters and creatures. Numen is a fully three-dimensional action RPG set in mythical Greece../;CINEMAX, s.r.o../;RPG./;Nao./;3/6/2010
1092./;61100./;Lucid./;4.99./;Discover a new way to match blocks in this otherworldly, Zen-like, relaxing puzzle experience. Lucid is the world's first Match-All puzzle game, in which you clear areas by combining all the blocks of an area. Enjoy the stunning visuals and relaxing sound effects as you make combos and hunt for the next perfect area to clear../;YeaBoing./;Indie/Casual./;Nao./;19/7/2011
1093./;61310./;Fractal: Make Blooms Not War./;6.99./;Push, Combo, and Chain your way through a pulsing technicolor dreamscape all the while expanding your consciousness at 130 BPM../;Cipher Prime Studios./;Indie/Casual./;Nao./;29/11/2011
1094./;61500./;Age of Wonders./;5.99./;Welcome to Age of Wonders, the authentic turn based fantasy strategy classic that started the hit series. Age of Wonders’ intimate atmosphere with painterly graphics still shines today. The game’s fully patched up, start building your fantasy empire today!./;Paradox Interactive./;RPG/Strategy./;Nao./;20/10/0
1095./;61510./;Age of Wonders II: The Wizard's Throne./;9.99./;Age of Wonders II is the wildly anticipated sequel to the award-winning strategy phenomenon. Delivering an invigorating mix of Empire Building, Role-playing, and Warfare, Age of Wonders II brings s turn-based strategy to new heights../;Paradox Interactive./;RPG/Strategy./;Nao./;20/10/0
1096./;61520./;Age of Wonders Shadow Magic./;9.99./;Age of Wonders: Shadow Magic is the third entry in the award winning fantasy strategy series. This fan-favorite enhances the series' praised fusion of empire building, role-playing and tactical combat with the eerie Shadow World and battle with races never before seen, across new and diverse landscapes../;Paradox Interactive./;RPG/Strategy./;Nao./;20/10/0
1097./;61600./;Zen Bound 2./;4.99./;Wrap your way to bliss in Zen Bound 2, the unique down-tempo indie game! This is a different gaming experience: an opportunity to slow down, zone out and focus on a task that’s challenging but not stressful, a set of gentle puzzles for the mind and fingers to solve../;Secret Exit Ltd../;Indie/Casual./;Sim./;16/11/2010
1098./;61700./;Might & Magic: Clash of Heroes./;9.99./;Scattered across five different regions, five special heroes must travel their own dangerous paths to grow in strength, unravel a demonic plot & ultimately save the world from chaos../;Ubisoft./;RPG/Strategy./;Nao./;22/9/2011
1099./;61730./;Critter Crunch./;6.99./;Using Critter Crunch's 'Food Chain' mechanic, players will eat their way through a smorgasbord of levels and gorge on a feast of modes, including Co-op and Versus multiplayer../;Capybara Games./;Action/Casual/Indie./;Nao./;11/9/2012
1100./;62000./;Flight Control HD./;4.99./;Control a never-ending stream of aircraft in this insanely addictive worldwide hit from Firemint! You’re an air traffic controller at an increasingly busy airport; just point and drag aircraft to their landing zones with your mouse or trackpad. Sounds easy? It isn’t!./;Firemint./;Action/Casual./;Nao./;18/11/2010
1101./;62100./;Chime./;4.99./;A Zoë Mode production for the video game charity initiative OneBigGame, Chime pits gamers against the melody in this acclaimed puzzle experience../;OneBigGame./;Casual./;Nao./;6/9/2010
1102./;63000./;HOARD./;4.99./;YOU ARE THE DRAGON in this award-winning arcade strategy game. Burn villages, collect gold, and level up your dragon while playing 10 minute matches in single player or up to 4 player co-op and competitive modes. Over 30 levels and multiple game modes ensure you'll be burning for a long time!./;Stratecade LLC./;Action/Casual/Indie/Strategy./;Sim./;4/4/2011
1103./;63110./;Alter Ego./;9.99./;When a series of gruesome murders shake a small town after a strange aristocrat dies and his body goes missing, rumors of a supernatural monster abound. In life Sir William was known to be a cruel and evil man, rumored to be the murderer behind many unsolved crimes../;Viva Media./;Adventure./;Nao./;3/8/2010
1104./;63200./;Monday Night Combat./;4.99./;Monday Night Combat is a class-based, third-person shooter… and the most popular lethal sport of the future!./;Uber Entertainment./;Action/Strategy/Indie/Sports./;Nao./;24/1/2011
1105./;63209./;Monday Night Combat./;4.99./;Monday Night Combat is a class-based, third-person shooter… and the most popular lethal sport of the future!./;Uber Entertainment./;Action/Strategy/Indie/Sports./;Nao./;24/1/2011
1106./;63500./;Swords and Soldiers HD./;5.99./;Rewrite history as you take control of the brutal Vikings, the devious Aztecs or the crafty Chinese in their global quest to win the favour of the Gods! Swords &amp; Soldiers is a side-scrolling strategy game that lets you control an entire army and lets you wield devastating magical abilities../;Ronimo Games./;Action/Casual/Indie/Strategy./;Nao./;2/12/2010
1107./;63610./;Riven: The Sequel to MYST./;5.99./;Prepare to enter a world 'torn asunder' by timeless, unresolved conflicts--a world of incomparable beauty, intrigue, and betrayal. Prepare to go to Riven. Journey through vast, awe-inspiring landscapes, where clouds sit nestled in a deep blue sky and the rolling sea waters shimmer from bright morning sunlight../;Cyan Worlds Inc./;Adventure/Casual./;Nao./;4/8/2010
1108./;63650./;URU: Complete Chronicles./;9.99./;The critically acclaimed adventure of Uru: Ages Beyond Myst returns with this special collection that contains more Uru than ever before. Already the deepest Myst adventure to date, Uru is significantly expanded with the addition of To D'ni™ and The Path of the Shell, expansion packs that will take Uru beyond your imagination../;Cyan Worlds Inc./;Adventure/Casual./;Nao./;3/8/2010
1109./;63660./;Myst: Masterpiece Edition./;5.99./;The classic Myst experience with point and click controls, released as a remaster to the original in 2000. Enter a world where nothing is as it seems... and adventure knows no bounds!./;Cyan Worlds Inc./;Adventure/Casual./;Nao./;2/2/2011
1110./;63700./;BIT.TRIP BEAT./;9.99./;From gameplay to visuals to music and imagination, BIT.TRIP BEAT is inspired by classic games in every way. Get sucked into a whole new world of sight and sound as you juggle beats and ride the vibe in this modern look at the beginning of it all. BIT../;Gaijin Games./;Action/Casual/Indie./;Nao./;2/11/2010
1111./;63710./;BIT.TRIP RUNNER./;9.99./;CommanderVideo is back with BIT.TRIP RUNNER, the latest chapter on Steam in the award-winning and critically acclaimed BIT.TRIP series. Launch special: 10% off now thru Mar. 6th!./;Gaijin Games./;Action/Indie./;Nao./;28/2/2011
1112./;63800./;Delve Deeper./;4.99./;Delve Deeper is a turn-based Adventure/Strategy game for Windows that combines HD pixel art, tile placement, and RPG elements in a bright and humorous atmosphere. Up to four players take command of Dwarf mining teams in this fast and furious dungeon adventure meets devious puzzler, building the map as you play for an ever-changing,..../;Lunar Giant Studios./;Adventure/Indie/RPG/Strategy./;Nao./;24/9/2010
1113./;63900./;Fantasy Wars./;4.99./;Fantasy Wars is a turn-based strategy game set in a fantasy world. Combining both classic strategy gameplay and sophisticated 3D graphics players can experience epic battles like never before. Taking place in a fantasy world of Human kingdoms, Orc clans, Dwarfs' citadels and Elven forests the player is thrust into a world of war and..../;Fulqrum Publishing./;Strategy./;Nao./;6/8/2010
1114./;63910./;King's Bounty: Crossworlds./;3.74./;King’s Bounty: Crossworlds is the stand alone expansion for the famous King's Bounty: Armored Princess role-playing game that contains an improved version of it, two additional campaigns and world editor../;Fulqrum Publishing./;RPG/Strategy./;Nao./;17/9/2010
1115./;63940./;Men of War: Vietnam./;7.99./;The critically acclaimed series returns! Experience Vietnam from both sides of the war../;Fulqrum Publishing./;Strategy./;Nao./;8/9/2011
1116./;63950./;IL-2 Sturmovik: Cliffs of Dover./;0./;Join the Royal Air Force, face off against the deadly German Luftwaffe and the Italian air forces and battle for Britain!./;1C Entertainment./;Simulation./;Nao./;19/7/2011
1117./;63960./;Theatre of War 3: Korea./;6.99./;Replay the events of the first hot war of the Cold War era, the Korean War, also known as the Forgotten War. Players will be involved in two campaigns, both set in the 1950’s: the North Korean (June 25 – August 20) and the American (September 15 – October 8)../;Fulqrum Publishing./;Strategy./;Nao./;24/3/2011
1118./;64000./;Men of War: Assault Squad./;9.99./;Men of War: Assault Squad features a completely new cooperative skirmish game mode with access to five different nations (Russia, Germany, USA, Commonwealth and, for the first time ever in the Men of War series, Japan) as well as increased realism and accessibility../;Fulqrum Publishing./;Strategy./;Nao./;24/2/2011
